 
Rerun routine. 
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.660261718067581
crra_  0.169505010791123
crrat_  0.727981904007108
wgap_raw  -1.460258027787640
d  0.897880928303758
line  4.024876892285045
A1  -0.181119460152827
AC_sub  0.105653018422482
sel  -1.106841145378388
pid_  -1.006219223071261
PHID_  1.002097910279102
jobdif_  0.882454258633496
Jcenter  1.623638738231333
plocal_  0.503109611535630
muw  0.240075180916827
sw  -0.988161682606236
Xi  1.811194601528271
wc  1.999581213752277
LA0  0.199112911649785
 
GMM =        74.07383626
time =        78.92969970
 data and simulated moments 
scommiles      8.66691216      8.49874213
shcommiles_dif     -2.70849410     -2.72154528
swcommiles_difw     -0.29730105     -0.08678367
whours_pww_dif   -671.54653071   -721.13079270
hhours_pww   2206.54212703   2129.49527483
hhours_pwn_dif     63.10283874    210.50460347
shours   1873.12607014   1882.79031125
whwk_pww    973.91420861   1022.28884952
whwk_pwn_dif    683.00321900    669.84607411
hhwk_pww_dif   -604.50613192   -631.21827212
hhwk_pwn_difhpww    -50.52416769   -115.39736987
shwk    495.34145666    494.43364708
wlfp_dif     -0.22074336     -0.15084649
hlfp      0.97377889      0.95440650
wagegap_hw_withn     -0.24397495     -0.24357301
hdj     20.27689349     20.28853538
hdo     20.02657681     20.19422759
d_jobjob_all_psid     17.30000361     15.39164328
d_jobjob_hwithin_psid     16.26666944     14.86987293
d_jobjob_hw_actual      9.74049414     11.45916210
scity_dif      0.07038010      0.09462365
sdo_dif     -1.69306874     -1.48488031
wdo_dif      0.02794151      0.07648926
abs_hdo_wdo      1.86223858      1.88314266
betacom_w     -0.10535006     -0.12175935
betalfp_w     -0.00158860     -0.00574372
betahrs_w     -2.48452209     -2.89090404
betahrs0_w     -5.14604086     -8.37754477
betahwk_w      3.28461779      4.98875998
betacom      0.70642426      0.99804711
betalfp     -0.00192247     -0.00358777
betahrs     -4.93468120    -18.85667441
betahrs0     -5.46210312    -23.98082357
betahwk     -1.06397872      2.29033626
betalwg_w     -0.00117863     -0.00139924
sdj_dif     -1.40987482     -1.39090022
shouseexp      0.19300000      0.19711622
scity      0.39191477      0.33187006
sjobscity      0.49779057      0.60797890
p_gradient     -0.00876873     -0.00679483
p_gradient_simple      0.07276506      0.09985119
snmarried      0.14490000      0.14492709
L      0.53600000      0.54961229
clmm      0.00000000     -0.08126278
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.16817003     -0.35458192
shcommiles_dif      0.01305118     -0.03581030
swcommiles_difw     -0.21051738      0.02232734
whours_pww_dif     49.58426198     -0.25233273
hhours_pww     77.04685220     -0.64521321
hhours_pwn_dif   -147.40176472      0.64531579
shours     -9.66424111      0.03473839
whwk_pww    -48.37464091      0.48824587
whwk_pwn_dif     13.15714489     -0.04502349
hhwk_pww_dif     26.71214020     -0.25010681
hhwk_pwn_difhpww     64.87320218     -0.47367233
shwk      0.90780958     -0.00493941
wlfp_dif     -0.06989686      0.71988217
hlfp      0.01937239     -0.48702019
wagegap_hw_withn     -0.00040195      0.00936091
hdj     -0.01164190      0.10615903
hdo     -0.16765078      0.14892032
d_jobjob_all_psid      1.90836033     -0.54330028
d_jobjob_hwithin_psid      1.39679651     -0.39682227
d_jobjob_hw_actual     -1.71866796      0.30444175
scity_dif     -0.02424355      0.11596515
sdo_dif     -0.20818843      0.09160791
wdo_dif     -0.04854775      0.01434971
abs_hdo_wdo     -0.02090409      0.02249445
betacom_w      0.01640929     -0.02555386
betalfp_w      0.00415512     -1.69952834
betahrs_w      0.40638195     -0.68402755
betahrs0_w      3.23150391     -0.57149465
betahwk_w     -1.70414218      0.14818289
betacom     -0.29162285      0.13180529
betalfp      0.00166530     -0.09367350
betahrs     13.92199321     -0.36251069
betahrs0     18.51872045     -0.53005271
betahwk     -3.35431498      0.05628967
betalwg_w      0.00022061     -0.01151135
sdj_dif     -0.01897460      0.08908701
shouseexp     -0.00411622      0.13016633
scity      0.06004471     -0.41059788
sjobscity     -0.11018833      0.57326686
p_gradient     -0.00197389      0.04064110
p_gradient_simple     -0.02708613      0.67605107
snmarried     -0.00002709      0.00040433
L     -0.01361229      0.00259308
clmm      0.08126278     -8.12627795
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9342963354
NLY    0.0000000000
eta_    0.1909629680
crra_    1.1846469828
crrat_    2.0768899518
crrah_    1.1846469828
pi_    0.4721219923
piw_    0.5542791545
piel_    0.4749962791
crrax_    0.6610812429
pish_    0.3803425052
wgap_raw   -0.2322504513
d   24.5578195210
line    1.9531918742
AS1    0.0000000000
A1   -0.1806191732
AC_sub    0.1053611844
sel    0.3316139339
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3666161646
PHID_    2.7248394888
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4109400885
Jcenter    5.1114458474
plocal_    0.6228634349
Jseg    0.7055980000
muw    0.2401970557
sw    0.3654052858
Xi    6.0872214670
wc    7.3801451888
LA0    0.5496122938
THETA    1.6580435123
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0187394198
p0_2    0.9255741790
p0_3    0.9182872765
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.655675754756377
crra_  0.169444825404128
crrat_  0.730871559289548
wgap_raw  -1.459938958185857
d  0.898445224627057
line  4.013759405470005
A1  -0.180619173246150
AC_sub  0.105361184393588
sel  -1.103783836504252
pid_  -1.003439851367501
PHID_  1.002409523169462
jobdif_  0.880016749649299
Jcenter  1.631482308885321
plocal_  0.501719925683751
muw  0.240197055719994
sw  -1.006748169432696
Xi  1.806191732461503
wc  1.998793311693373
LA0  0.199104328128741
 
GMM =       164.87267382
time =       164.05594410
 data and simulated moments 
scommiles      8.66691216      8.53283798
shcommiles_dif     -2.70849410     -2.70032326
swcommiles_difw     -0.29730105     -0.10272718
whours_pww_dif   -671.54653071   -721.85954407
hhours_pww   2206.54212703   2128.10647498
hhours_pwn_dif     63.10283874    211.89336926
shours   1873.12607014   1881.09436863
whwk_pww    973.91420861   1022.75088690
whwk_pwn_dif    683.00321900    669.08483011
hhwk_pww_dif   -604.50613192   -631.56159575
hhwk_pwn_difhpww    -50.52416769   -115.05788952
shwk    495.34145666    494.66284002
wlfp_dif     -0.22074336     -0.15075772
hlfp      0.97377889      0.95405375
wagegap_hw_withn     -0.24397495     -0.24351621
hdj     20.27689349     20.31181380
hdo     20.02657681     20.21586482
d_jobjob_all_psid     17.30000361     15.42148081
d_jobjob_hwithin_psid     16.26666944     14.90080949
d_jobjob_hw_actual      9.74049414     11.45758537
scity_dif      0.07038010      0.09443771
sdo_dif     -1.69306874     -1.48200714
wdo_dif      0.02794151      0.07713358
abs_hdo_wdo      1.86223858      1.90556866
betacom_w     -0.10535006     -0.12121971
betalfp_w     -0.00158860     -0.00561280
betahrs_w     -2.48452209     -2.94366684
betahrs0_w     -5.14604086     -8.20628300
betahwk_w      3.28461779      4.89182303
betacom      0.70642426      0.99199516
betalfp     -0.00192247     -0.00360579
betahrs     -4.93468120    -18.88471586
betahrs0     -5.46210312    -24.00197010
betahwk     -1.06397872      2.33232742
betalwg_w     -0.00117863     -0.00139663
sdj_dif     -1.40987482     -1.38662190
shouseexp      0.19300000      0.19620683
scity      0.39191477      0.33095957
sjobscity      0.49779057      0.60710142
p_gradient     -0.00876873     -0.00642608
p_gradient_simple      0.07276506      0.09432194
snmarried      0.14490000      0.14494177
L      0.53600000      0.54961228
clmm      0.00000000      0.12530617
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.13407418     -0.28269175
shcommiles_dif     -0.00817084      0.02241946
swcommiles_difw     -0.19457387      0.02063638
whours_pww_dif     50.31301335     -0.25604132
hhours_pww     78.43565205     -0.65684343
hhours_pwn_dif   -148.79053052      0.65139572
shours     -7.96829849      0.02864227
whwk_pww    -48.83667829      0.49290922
whwk_pwn_dif     13.91838889     -0.04762845
hhwk_pww_dif     27.05546383     -0.25332136
hhwk_pwn_difhpww     64.53372183     -0.47119361
shwk      0.67861664     -0.00369236
wlfp_dif     -0.06998563      0.72079644
hlfp      0.01972514     -0.49588845
wagegap_hw_withn     -0.00045875      0.01068371
hdj     -0.03492031      0.31842804
hdo     -0.18928801      0.16814017
d_jobjob_all_psid      1.87852281     -0.53480569
d_jobjob_hwithin_psid      1.36585995     -0.38803336
d_jobjob_hw_actual     -1.71709123      0.30416245
scity_dif     -0.02405762      0.11507574
sdo_dif     -0.21106161      0.09287218
wdo_dif     -0.04919207      0.01454016
abs_hdo_wdo     -0.04333008      0.04662659
betacom_w      0.01586966     -0.02471350
betalfp_w      0.00402420     -1.64597956
betahrs_w      0.45914475     -0.77283860
betahrs0_w      3.06024214     -0.54120684
betahwk_w     -1.60720524      0.13975378
betacom     -0.28557090      0.12906998
betalfp      0.00168332     -0.09468709
betahrs     13.95003466     -0.36324085
betahrs0     18.53986698     -0.53065797
betahwk     -3.39630614      0.05699433
betalwg_w      0.00021801     -0.01137560
sdj_dif     -0.02325292      0.10917403
shouseexp     -0.00320683      0.10140888
scity      0.06095521     -0.41682404
sjobscity     -0.10931085      0.56870170
p_gradient     -0.00234264      0.04823342
p_gradient_simple     -0.02155687      0.53804469
snmarried     -0.00004177      0.00062347
L     -0.01361228      0.00259308
clmm     -0.12530617     12.53061674
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.8465604035
NLY    0.0000000000
eta_    0.1897972652
crra_    1.1848877875
crrat_    2.0719482843
crrah_    1.1848877875
pi_    0.4726084422
piw_    0.5540363727
piel_    0.4738660922
crrax_    0.6594730736
pish_    0.3809621659
wgap_raw   -0.2321927907
d   24.5622921332
line    1.9538497222
AS1    0.0000000000
A1   -0.1812871420
AC_sub    0.1057508328
sel    0.3302630345
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3652581961
PHID_    2.6557941776
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4187992562
Jcenter    5.0770125964
plocal_    0.6232991936
Jseg    0.7055980000
muw    0.2401849591
sw    0.3674643991
Xi    6.1280183083
wc    7.3810431905
LA0    0.5496122761
THETA    1.6575272000
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0096068524
p0_2    0.9224215014
p0_3    0.9150422865
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.661798801740766
crra_  0.169648076003262
crrat_  0.728489364748998
wgap_raw  -1.460187257869065
d  0.898627333830371
line  4.028603155735189
A1  -0.181287142008084
AC_sub  0.105750832838049
sel  -1.107865867827178
pid_  -1.007150788933797
PHID_  0.976743735223285
jobdif_  0.883271241894940
Jcenter  1.624723017024772
plocal_  0.503575394466899
muw  0.240184959103989
sw  -1.001128838350795
Xi  1.812871420080836
wc  1.998914982351135
LA0  0.199104256601071
 
GMM =        57.35372416
time =        48.48541710
 data and simulated moments 
scommiles      8.66691216      8.48295257
shcommiles_dif     -2.70849410     -2.72766924
swcommiles_difw     -0.29730105     -0.10069731
whours_pww_dif   -671.54653071   -721.16848379
hhours_pww   2206.54212703   2129.69377722
hhours_pwn_dif     63.10283874    210.30625532
shours   1873.12607014   1882.97239455
whwk_pww    973.91420861   1022.31543677
whwk_pwn_dif    683.00321900    669.71361514
hhwk_pww_dif   -604.50613192   -631.23935329
hhwk_pwn_difhpww    -50.52416769   -115.21690639
shwk    495.34145666    494.44850642
wlfp_dif     -0.22074336     -0.15131746
hlfp      0.97377889      0.95371476
wagegap_hw_withn     -0.24397495     -0.24359578
hdj     20.27689349     20.28372933
hdo     20.02657681     20.18942068
d_jobjob_all_psid     17.30000361     15.39491224
d_jobjob_hwithin_psid     16.26666944     14.87466739
d_jobjob_hw_actual      9.74049414     11.46553277
scity_dif      0.07038010      0.09489823
sdo_dif     -1.69306874     -1.48805860
wdo_dif      0.02794151      0.07640340
abs_hdo_wdo      1.86223858      1.88374026
betacom_w     -0.10535006     -0.12187032
betalfp_w     -0.00158860     -0.00570545
betahrs_w     -2.48452209     -2.90803704
betahrs0_w     -5.14604086     -8.26771817
betahwk_w      3.28461779      4.95252717
betacom      0.70642426      0.99745201
betalfp     -0.00192247     -0.00359249
betahrs     -4.93468120    -18.85956944
betahrs0     -5.46210312    -23.97668915
betahwk     -1.06397872      2.29568595
betalwg_w     -0.00117863     -0.00140416
sdj_dif     -1.40987482     -1.39375673
shouseexp      0.19300000      0.19717704
scity      0.39191477      0.33201284
sjobscity      0.49779057      0.60768939
p_gradient     -0.00876873     -0.00684073
p_gradient_simple      0.07276506      0.10044061
snmarried      0.14490000      0.14492341
L      0.53600000      0.54961326
clmm      0.00000000     -0.07022356
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.18395959     -0.38787377
shcommiles_dif      0.01917514     -0.05261345
swcommiles_difw     -0.19660374      0.02085166
whours_pww_dif     49.62195308     -0.25252454
hhours_pww     76.84834981     -0.64355089
hhours_pwn_dif   -147.20341658      0.64444744
shours     -9.84632441      0.03539289
whwk_pww    -48.40122816      0.48851422
whwk_pwn_dif     13.28960385     -0.04547676
hhwk_pww_dif     26.73322137     -0.25030419
hhwk_pwn_difhpww     64.69273871     -0.47235468
shwk      0.89295024     -0.00485856
wlfp_dif     -0.06942590      0.71503160
hlfp      0.02006413     -0.50441064
wagegap_hw_withn     -0.00037918      0.00883060
hdj     -0.00683584      0.06233405
hdo     -0.16284386      0.14465045
d_jobjob_all_psid      1.90509137     -0.54236962
d_jobjob_hwithin_psid      1.39200205     -0.39546019
d_jobjob_hw_actual     -1.72503863      0.30557024
scity_dif     -0.02451813      0.11727854
sdo_dif     -0.20501014      0.09020939
wdo_dif     -0.04846189      0.01432434
abs_hdo_wdo     -0.02150169      0.02313751
betacom_w      0.01652027     -0.02572668
betalfp_w      0.00411685     -1.68387397
betahrs_w      0.42351495     -0.71286604
betahrs0_w      3.12167731     -0.55207171
betahwk_w     -1.66790938      0.14503229
betacom     -0.29102775      0.13153632
betalfp      0.00167002     -0.09393894
betahrs     13.92488824     -0.36258607
betahrs0     18.51458603     -0.52993437
betahwk     -3.35966467      0.05637944
betalwg_w      0.00022553     -0.01176832
sdj_dif     -0.01611810      0.07567553
shouseexp     -0.00417704      0.13208946
scity      0.05990193     -0.40962151
sjobscity     -0.10989882      0.57176068
p_gradient     -0.00192799      0.03969607
p_gradient_simple     -0.02767555      0.69076266
snmarried     -0.00002341      0.00034940
L     -0.01361326      0.00259326
clmm      0.07022356     -7.02235617
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9255670669
NLY    0.0000000000
eta_    0.1910679425
crra_    1.1845760475
crrat_    2.0762954555
crrah_    1.1845760475
pi_    0.4722479336
piw_    0.5542476852
piel_    0.4748603145
crrax_    0.6608880659
pish_    0.3804715319
wgap_raw   -0.2322416429
d   24.5496351816
line    1.9531323964
AS1    0.0000000000
A1   -0.1805592212
AC_sub    0.1053262124
sel    0.3317354507
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3667382926
PHID_    2.7545888090
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4102359563
Jcenter    5.1081171182
plocal_    0.6228243146
